Index,Act,ActName,Chapter,ChapterName,Position,POV,Setting,Scenes,Completion,Action,Drama,Theme,Heart,Sensuality,Magnitude,DenotativeEnergy,ConnotativeEnergy,TotalEnergy,PremiseForce,PremiseLoad,Gravity,Prominence,Novelty,PayoffLink,ConversionStrength,CompressionOpportunity,StructuralIndispensability,CutRisk,Summary,Blurb,Excerpt
1,1,Prologue,1,Beginning From The End,685.5,Titus,Unknown | The Undercroft | Floor Infinity,1,80,7.12,7.78,6.74,3.24,1.47,-0.991,7.213333333333334,2.7975000000000003,5.778777816666667,-6.67934,6.67934,100.0,5.778777816666667,100.0,100.0,100.0,0.0,100.00000000000003,0.0,,Titus confronts another inevitable end.,"I grasp my chest where the dagger protrudes from between my ribs. Blood collects in my mouth as I cough crimson, every spurious fit driving the sharp edge deeper into my flesh as I…"
2,1,Prologue,2,Valedictorian,2075.5,Titus,Blackwater | The Academy | Great Coliseum | 2026-11-20,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.000000000000004,-1.9262592722222223,83.38204038257173,62.94526031467047,62.94526031467047,60.64385361299948,21.5890520629341,60.64385361299948,,36|Reward/The Mask,"""—say that if there is anything, dear Firebrands, that you take from this speech, I want you to remember one thing. Your sacrifice is what allows the acolytes of the Afterlife to b…"
3,2,Act One,3,Snowdrifter,4449.5,Titus,Frosthards | Unspecified | Unspecified | 2026-11-20,1,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.4446944541666666,27.499999999999996,33.30274747531012,33.30274747531012,84.18018456553055,9.660549495062027,84.18018456553055,,Titus and his friend Romin explore the outer wastes of Blackwater.,"The skyline burns in the light of an everlasting sun. Blistering winds raise the virgin snow into clouds of shimmering flakes, blending the distant foilage of the tundra into the a…"
14,2,Act One,14,Endogeny,20061.0,Titus,Blackwater | Upper Mantle | Vermillion Estate | 2026-11-28,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,The party discovers a sinister Chymaeran agent.,"I awake to Valentina, her face flushed with panic, staring beyond the grated cellar window at the commotion. Her ears twitch as she trembles, focus attuned to something indiscernib…"
15,2,Act One,15,First Wall,21057.0,Titus,Blackwater | Upper Mantle | Verdant Slope | 2026-11-28,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,The fractured group reaches the first inner wall.,"It gets warmer the closer we get. Our grafted fireteam sheds skin like a snake, leaving our layers behind in the brush, and I'm already down to a short-sleeve shirt. The air is fre…"
16,2,Act One,16,Remember Me,22905.0,Default,Blackwater | Upper Mantle | Inner Wall Checkpoint | 2026-11-30,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,The party can only watch as Romin&apos;s ego expends lives.,"Hours pass in the temporary holding area beneath the wall. Four cells face each other with two on each side, and two cadets stand watch in the aisle between. They're unsure what pr…"
17,2,Act One,17,Summit,24672.0,Titus,Unknown | Unspecified | Unspecified | 2026-12-02,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus reaches the end of his journey.,"In the conscious collective mind of Endogeny, there's a part of me still there, a part of my blood. It refuses the connection like oil and water, but in those places it connects, I…"
18,2,Act One,18,Valensend,26320.0,Titus,Blackwater | The Afterlife | Recovery Center | 2026-12-02,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus encounters Ullrich for a second time.,"""You've been getting a lot better, son, and it's only been a day. That's the power of the Afterlife. Of our resources,"" he says."
19,2,Act One,19,Vainglory,28756.0,Titus,Blackwater | The Afterlife | Capitol Building | 2026-12-02,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Tomorrow marks the advent of a golden age!&apos;,The words leave my lips by their own volition. My emotions crescendo with the weight of my words. This is nothing like that soulless graduation speech. This time I speak not of fut…
20,2,Act One,20,Liquidation,29981.0,Titus,Blackwater | The Afterlife | Underhold | 2026-12-02,2,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,May their souls find rest in the Reservoir.,"We bide the passage of time in our own ways. Raine and Lyra pray to Khiras for the courage to face death, while I spend hours wondering why this sensation feels so familiar. I don'…"
21,3,Act Two,21,Premonition,31217.0,Titus,Blackwater | The Academy | Dragon Class Lofts | 2026-11-26,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,The thread says that none of this was ever a dream.,I can predict her words before they cross her lips. It feels like weeks since I last heard them.
22,3,Act Two,22,Lyra,32802.0,Titus,Blackwater | Foothills | Academy Lift | 2026-11-26,4,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,"Titus makes an abrasive, tentative ally.","""How do you know that? Do you think this is some kind of joke?"" She says."
23,3,Act Two,23,Strategic Retreat,34388.0,Titus,Blackwater | Province XIV East | Titus&apos; Home | 2026-11-27,2,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus resists inevitability.,"""You gambled with intel over innocent lives, of course I'm upset! Nothing in that bag can atone for the those kids we let die."""
24,3,Act Two,24,Explanation,35558.0,Titus,Blackwater | Province XIV East | Titus&apos; Home | 2026-11-27,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus&apos; friends arrive for answers to his strange behavior.,I can tell he's been crying from the redness in his eyes. His expression surprises me enough that my first words stick to the back of my throat.
25,3,Act Two,25,Everlasting Moment,36853.0,Titus,Blackwater | Province XIV East | Titus&apos; Home | 2026-11-27,3,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus lives a near eternity in a single moment.,"""If that amethyst travels to his heart, he'll die,"" says Lyra. ""Steady him. On the table."""
26,3,Act Two,26,Beneath,37538.5,Titus,Blackwater | Province XIV East | Titus&apos; Home | 2026-11-27,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,It was the only way we could survive.,"I count them in twos, and then threes, and then fives, and then tens, over and over and over again. One hundred and thirty seven. But it's not jars, strands of coarse hair in my je…"
27,3,Act Two,27,Breaking The Habit,38396.5,Titus,Blackwater | Province XIV West | Snowdrift Traders | 2026-11-28,2,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus sees his father in a different light.,"""Here,"" he says, gesturing towards a weathered bench in the backyard. ""Siddown."""
28,3,Act Two,28,Egress,40205.5,Titus,Blackwater | Outwallers&apos; Shanty | Unspecified | 2026-11-28,2,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Snowdrifters drift by steel this time.,"For decades, the vacant shipping depot rested at the edge of the Twelfth District's outer walls:  a relic of an ancient time I passed on many Snowdrifter trips. Most don't know wha…"
29,3,Act Two,29,Slaughter,41156.5,Titus,Frosthards | Barren Wastes | Railcar S | 2026-11-28,2,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,The survivors realize the ultimate purpose of the unexceptional graduates.,"I poke my head out of the car, just enough to take in a flash of information."
30,3,Act Two,30,Backwoods,42778.5,Titus,Frosthards | Barren Wastes | Unspecified | 2026-11-28,2,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,The furthest snowdrifitng expedition.,"By the time I raise my head, the train has already vanished into the blizzard, carrying the helpless cadets towards whatever horror awaits them. Lyra's dried Essence powder lines o…"
31,3,Act Two,31,Outpost,44689.5,Titus,Frosthards | The Backwoods | Unspecified | 2026-11-28,1,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,There is a stronghold far beyond the limits.,"As we tour the quaint village, Lyra tells us the land of the Backwoods is filled with Carmine who have lived more than a thousand lives combined. For the pure blood humans, it's tw…"
32,3,Act Two,32,Unsettled Glory,46042.5,Titus,Frosthards | The Backwoods | Unspecified | 2026-11-29,2,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,They worship themselves in unpaid glory.,The villagers of the Backwoods work late into the night. Hunters return from the lukewarm fringe of land where animals tread. There exists no ancient wall to separate us from natur…
33,3,Act Two,33,Craven Denial,47213.5,Titus,Frosthards | The Backwoods | Unspecified | 2026-11-29,2,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,The First Red refuse the premise of their purpose.,"""This matter will be tabled until next meeting,"" the Secretary says. His voice wavers, and for a man of such power to crumple, I know exactly what truth awaits."
34,4,Act Three,34,Deployment,49182.5,Titus,Unknown | Unspecified | Unspecified | 2026-11-30,2,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus deploys for service with the underachieving classes.,"""She never came home, so please, just tell me, I haven't heard from her in days,"" she says. Her fists clench the lapel of my jacket, but I sag in the corner, folded over myself."
35,4,Act Three,35,Timeless,50840.5,Titus,Unknown | The Undercroft | Floor Thousandth | 2026-11-30,3,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus finds himself deep within the Undercroft.,"This place wasn't erected as a prison two-hundred years ago. All the ancient farming tools tell a different story of why it came to exist: purposed as a tool for infinite, bountifu…"
36,4,Act Three,36,Pulling Punches,51923.5,Titus,Unknown | The Undercroft | Floor Hundredth | 2026-11-31,3,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus contemplates the value of his humanity. A stranger solicits him.,"There's far less noise in the adjacent cells when I close my eyes to sleep, but across the hollow column I can hear sobbing of remorseful firebrands. Beyond this cell, I can make o…"
37,4,Act Three,37,No Holds,52841.5,Titus,Unknown | The Undercroft | Subterranean Farmlands | 2026-11-31,3,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus decides a piece of himself is no longer useful.,I had no choice.
38,4,Act Three,38,Reward/The Vassal,53527.0,Titus,Unknown | The Undercroft | Floor Infinity | 2026-11-31,2,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus reaches an unexpected end.,"Among the surviving members of the Green, the Royal Guard call me the champion of Victory Row; the most vicious; their ideal candidate to fight as a grunt on the front lines. Immed…"
39,4,Act Three,39,Revelation,54413.0,Titus,Frosthards | The Backwoods | First Red Ampitheatre | 2026-12-02,2,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,A vicious enemy unmasks themselves.,"Only meager days span the time between when I left and when I returned, but I recognize nothing. Sheets of ice cover every trail and tuft of grasses, returning this impossible bubb…"
40,4,Act Three,40,Forced Rehabilitation,55099.0,Titus,Frosthards | The Backwoods | Unspecified | 2026-12-02,2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus is forced to receive compassion.,"I return to the cot after supper, and we spend two hours reminiscing on our earliest childhood. I'm not the only one that needs to heal—right now she's just slightly less wounded t…"
41,4,Act Three,41,Rememberance,56736.0,Titus,Frosthards | The Backwoods | Unspecified | 2026-12-20,2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus recalls the horrors of what his anger set in motion.,"I close my eyes and I can hear the voice that woke the whole village. In my hand, I can still feel that celestial pebble of divine power resonating my circuits, waiting for the con…"
42,4,Act Three,42,Atonement,57623.0,Titus,Frosthards | The Backwoods | Unspecified | 2026-12-20,1,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,A powerful ally centers Titus in one final effort.,"An uncountable span of solace graces the two of us. Days fade together seamlessly in this severed timeline. She continues to teach me everything she can, and I listen to every word…"
43,5,Act Four,43,Special Pleading,59004.0,Titus,Blackwater | The Academy | Great Coliseum | 2026-11-20,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus recognizes the strength in his beloved friends.,"""At the end of the day, and at the end of all of this, friends, we are all just watchmen of the night, taking our shift until we're relieved of service and get to go home and rest.…"
44,5,Act Four,44,Late Confession,60153.0,Titus,Blackwater | The Academy | Dragon Class Lofts | 2026-11-20,2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus digs deep and confronts one of his fears.,The feeling of fear is new to me when I stand outside her door. I don't wait here because I'm afraid of the other side of her. I'm scared of something else.
45,5,Act Four,45,Snowdrifters (Plural),61524.0,Titus,Frosthards | Barren Wastes | Safehouse Foxtrot | 2026-11-21,2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus and his plurality of friends explore the outer wastes of Blackwater.,"We make it to the first safe-house by sundown, and Valentina and Sylvia hold up surprisingly well, despite my father's sentiments that they were too wimpy and frail, insisting they…"
46,5,Act Four,46,Saving Face,62533.0,Titus,Frosthards | The Backwoods | Unspecified | 2026-11-23,3,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Something is different this time. Can you feel it?,"The weather is temperate. The grass is verdant. And as Romin parts with his father to catch up on decades of lost time, Valentina and Sylvia find no words to hold their amazement w…"
47,5,Act Four,47,Firequencher,63621.0,Titus,Blackwater | Province XIV West | Carmine Compound | 2026-11-26,3,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,They ambush the ambush on future intelligence.,"""You're in the Carmine. How didn't I know you were a Sister?"" I ask. ""I should have seen you at the Compound, at least once, on those days I visited Romin."""
48,5,Act Four,48,Vermillion Family Reunion,65447.0,Titus,Blackwater | Upper Mantle | Vermillion Estate | 2026-11-27,2,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,The catgirl crashes back into her neglectul family&quot;s life.,"Somewhere a quarter mile past us, the guards make out a cherry-red blip in the distance, squinting to try and tell whether the bright red is just an illusion in the muted fog of li…"
49,5,Act Four,49,Tentative Allies,67203.0,Titus,Blackwater | Province XIV West | Carmine Compound | 2026-11-27,2,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,How in Khiras&quot; name did they get together?,We approach in the third car of twelve in what's a sight for the ages. Frightened onlookers duck out of their windows when the muted Merlotan red reflects up at them off the hood o…
50,5,Act Four,50,Reunion/Separation,68585.0,Titus,Blackwater | Province XIV East | Titus&apos; Home | 2026-11-28,2,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,"Titus wishes his story could have ended here, but there is still so much more that needs to be done.",I hear Clint's voice drop when Sylvia and I head outside. I know he now unloads the weight of all that suffering he held for years with the only one he can ever do it with. She's n…
51,5,Act Four,51,Liftoff,71354.0,Titus,Blackwater | Upper Mantle | Vermillion Estate | 2026-11-28,2,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,The Carmine-Merlot master plan is set in motion.,The vacant Merlot estate unsettled us when we arrived: so strange without groundskeepers painstakingly tending every leaf of the hedges. We walked through the outdoor maze of shrub…
52,5,Act Four,52,Afterlives,73487.0,Titus,Blackwater | The Afterlife | Ullrich&apos;s Loft | 2026-11-28,2,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,What would happen if the Vermillions made it there?,"The Grandmaster General's loft is just a stone's throw away from the grand hall: its windows open to the plaza and the front of the building, so Valentina has no chance to escape t…"
53,5,Act Four,53,Rolling Downhill,74483.0,Titus,Blackwater | The Afterlife | Profaned Chapel | 2026-11-29,2,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,One of the Vermillion girls tries driving.,"We find two steel-poled flags between the wreckage of the chapel and the scaffolding, adorned with the pure white sigil of the Afterlife. I instruct Valentina to face them opposite…"
54,5,Act Four,54,Purgatory Line,76157.0,Titus,Blackwater | Upper Mantle | Verdant Slope | 2026-11-29,2,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,The Lower City converges on the Afterlife.,"It took almost an hour of untended, winding service roads before the amethyst lightning grew any larger, and sprawled across the back seat of the touring car, Lyra looked like she'…"
55,5,Act Four,55,Losing My Perfection,77609.0,Titus,Blackwater | The Afterlife | Marble Streets | 2026-11-29,2,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,Titus takes ownership for a world he was only reborn into.,"In the upper lands, there's too much anger for looting. Arsonists take nothing and burn everything. If they have Essence, they incinerate the fabric and wood with their palms. For…"
56,5,Act Four,56,The Last Firebrand,78294.5,Titus,Blackwater | The Undercroft | Floor Infinity | 2026-11-29,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,There is no salvation from failure this time. Titus and his adversary fight through the fabric of time itself.,"A loud snap cracks through the cavern as crimson threads weave themselves into every wall, across the floors, and all atop the ceiling, wriggling like long neon earthworms delving…"
57,6,Epilogue,57,,78980.0,Titus,Unspecified | Unspecified | Unspecified | 2026-12-06,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,,"I find a woman slouched beneath a tree in the open field as I drag my sled on frostless ground, looking as if she's relinquished her life to join the landscape."
