Index,Act,ActName,Chapter,ChapterName,Position,POV,Setting,Scenes,Completion,Action,Drama,Theme,Heart,Sensuality,Magnitude,DenotativeEnergy,ConnotativeEnergy,TotalEnergy,PremiseForce,PremiseLoad,Gravity,Prominence,Novelty,PayoffLink,ConversionStrength,CompressionOpportunity,StructuralIndispensability,CutRisk,Summary,Blurb,Excerpt
40,4,Act Four: Winter,40,Reaching Up,47302.5,"Katiya, Cody",Colorado | Hearthland Ridge | Unspecified,3,70,2.2,8.6,9.0,5.6,0.4,0.28,6.6000000000000005,4.819999999999999,6.078872,2.5200000000000005,2.5200000000000005,61.92472552586721,0.07268399999999975,6.748632340140634,59.170231883364735,59.170231883364735,37.95598678102079,48.45369192932753,37.95598678102079,"The planning phase begins in earnest as Cody&apos;s world and Katiya&apos;s world stop operating like separate emotional shelters. Over coffee, cheap drinks, and overlapping stories, the group starts building a shared strategy. Cody&apos;s abandoned project stops being a joke, and Katiya&apos;s increasingly unstable home life collides with the possibility that her estranged allies might actually stand with her.","Plans form over caffeine, alcohol, and people who finally start acting like a team.","""This is a candy store,"" I say. ""We can't get distracted by sweets! We're making our plan of attack."""
41,4,Act Four: Winter,41,Annealment,48418.5,"Cody, Katiya",Colorado | Evergreen Estates | Cody&apos;s House,3,40,1.6,8.2,8.8,6.0,0.4,0.34,6.2,5.159999999999999,5.9759519999999995,2.9920000000000004,2.9920000000000004,61.64332207385526,-0.04711100000000101,3.1966555360080235,60.84521088378085,60.84521088378085,37.89611832353857,50.08235384478685,37.89611832353857,"Action replaces vague intention. Cody begins rebuilding JAX with help instead of shame, while Katiya tries to hold together a house full of secrets, fugitives, and divided loyalties. Both storylines harden under pressure: Cody through labor, Katiya through deception and risk.","Old metal, old wounds, and fragile trust all go back into the fire.","The file's the same as it was half a decade ago, before I had any understanding of version control, zipped in a folder titled REVISION_47 at half a gigabyte in size. The mates are…"
42,4,Act Four: Winter,42,Eutectic Point,49255.5,"Katiya, Cody",Unknown | Unknown | Unspecified,3,,2.4,8.2,8.8,5.6,0.4,0.36,6.466666666666666,4.819999999999999,5.995016,3.168,3.168,62.947151849181694,-0.3143609999999999,1.225065226569191,63.6012466939484,63.6012466939484,37.322710092795994,51.8819089350541,37.322710092795994,"The story widens. Katiya is introduced to Aliaki, Jade, and the deeper political reality behind the coming attack, while Cody is invited deeper into Reed&apos;s privileged world and closer to a genuine second chance at proving himself. Both protagonists are handed tools and warnings they only partly understand.",New allies arrive with impossible answers&mdash;and worse questions.,"Without entitlement to fast or slow, I'm in a halfway home between two states of motion. It feels like these dilations of time don't even encompass my whole body anymore: my body f…"
43,4,Act Four: Winter,43,Harsh Noise,50174.5,"Cody, Katiya",Colorado | Hearthland Ridge | Dietz Park Estates,3,,2.0,8.4,9.0,6.8,0.6,0.4,6.466666666666666,5.869999999999999,6.455756,3.6,3.6,70.24938236482147,0.2488520000000003,2.6690320625010053,66.46712840846523,66.46712840846523,28.639640650256286,57.799434189442756,28.639640650256286,"Hope starts making noise. Cody begins fabrication in Reed&apos;s family machine space and gains the first meaningful encouragement he has felt from adults tied to the aerospace legacy he still wants. Meanwhile, Katiya&apos;s alliance nearly implodes in a misunderstanding fueled by power and distrust, forcing her to stabilize a group that could either save Gaffesend or tear itself apart.",One side machines hope into metal; the other fights to keep hope from tearing itself apart.,"Reed's father follows us as we descend the stairs, trying hard not to hover though his curiosity gets the best of him. As we pass aerospace merch from all the way back to Reed's gr…"
44,4,Act Four: Winter,44,In Loving Memory,51349.5,"Cody, Katiya",Colorado | Evergreen Estates | Cody&apos;s House,3,,1.6,8.4,8.8,7.8,1.0,0.48,6.266666666666667,6.78,6.726927999999999,4.224,4.224,74.22087399897302,0.3121149999999995,4.422945590471314,68.2395451126625,68.2395451126625,22.456621171775915,62.51371919755561,22.456621171775915,"Grief finally becomes communal instead of private. Cody helps Aryn and Rayna speak through loss by talking about Jackson, Katiya returns to a quieter house and finds evidence of the care he has extended to others, and the chapter ends with intimacy growing out of exhaustion, trust, and shared mourning.",Grief moves across worlds&mdash;and intimacy arrives in its wake.,"I think I lose it for a second, but they're patient. ""It started before the news even came. 'High risk missions,' he said, and he even seemed excited. Like he was bragging."""
45,4,Act Four: Winter,45,In Future Grief,52236.5,"Cody, Katiya",Colorado | Hearthland Ridge | Dunsmore Family Home,3,,2.6,8.6,9.2,5.4,0.4,0.5,6.8,4.6499999999999995,6.129720000000001,4.6,4.6,68.59549990711093,-0.40754499999999894,6.824035727768861,68.365752836435,68.365752836435,30.297646639118227,60.06111079860171,30.297646639118227,"Both protagonists face family systems that love them but do not really understand what they are choosing. Cody confronts his parents&apos; fear, finances, and assumptions about his future, while Katiya tells her family the truth about the danger she still intends to face. Jackson&apos;s name and memory become fused to Cody&apos;s project, turning invention into memorial.","Home offers no refuge&mdash;only love, pressure, and the cost of choosing your path.","I find the long concrete slab holds unfamiliar furniture when I climb the steps: it took ages for them to discard the old wrought-iron furniture, with cushions that held on for ten…"
46,4,Act Four: Winter,46,Close Quarters,52807.75,Katiya,Valenseia | Gaffesend | Market Street,4,,2.2,8.8,9.2,7.8,1.8,0.62,6.733333333333333,6.9,7.07876,5.704,5.704,75.34088571651183,1.160184,15.356800503581386,68.98332943701688,68.98332943701688,14.741884564551464,69.60252720899008,14.741884564551464,"The quiet before the storm turns out not to be quiet at all. Cody and Katiya field-test the prototype and accidentally unleash terrifying power, then return home to find official pressure closing around Katiya&apos;s life. Their last stretch of peace becomes a vow, a confession, and an act of choosing each other before the worlds move to tear them apart.","On the last quiet day, love and danger finally stop pretending they&apos;re separate.",The only option we have is to walk.
47,4,Act Four: Winter,47,Ground Control,53379.0,"Cody, Katiya",Unspecified | Unspecified | Unspecified,4,,2.2,8.4,9.0,5.2,0.4,0.64,6.533333333333334,4.4799999999999995,5.887616,5.76,5.76,63.07490306788437,-0.11159599999999958,8.32388975218355,69.35154788363155,69.35154788363155,31.500073291399456,62.12256268167725,31.500073291399456,"Cody and Katiya each step into what should be their final chance to claim the futures they want, only to be immediately restrained by the institutions they have spent the story trying to survive. Cody tries to reach the Aspen conference room before HR can bury him, while Katiya is taken into custody before her tribunal and shut away from the threat she knows is coming. By the end of the chapter, both are trapped inside systems that mistake control for safety.","On the day everything might change, both worlds decide it&apos;s safer to lock their problems down.","My keys slide out of the ignition, and after a long, sleepless night, I realize I'm sitting in Navidson-Monroe's dirt lot, seventeen minutes early to clocking in."
48,4,Act Four: Winter,48,Metanoia,53950.25,"Cody, Katiya",Unspecified | Unspecified | Unspecified,5,,1.8,8.2,9.0,3.0,0.2,0.74,6.333333333333333,2.5799999999999996,4.930039999999999,6.66,6.66,55.965084427393094,-1.5353605000000003,18.409210546614034,71.36699472895849,71.36699472895849,39.17041924393585,60.17451941997709,39.17041924393585,"Both protagonists fight for one clean chance to be heard. Cody&apos;s confession turns his firing into a political problem inside Navidson-Monroe, while Katiya persuades Aryn that the truth matters more than procedure and turns imprisonment into a joint push toward Aldrin. The chapter tests what they have actually learned: not how to escape pressure, but how to move through it without lying to themselves.",Some doors open because you&apos;re invited. The important ones never do.,"Cody is pulled into a glass conference room where HR tries to reduce him to a clean termination case, with Reed present as witness. Cody refuses to sign, clears his father, and for…"
49,4,Act Four: Winter,49,Paragate,54521.5,"Katiya, Cody",Unspecified | Unspecified | Unspecified,5,,2.6,8.6,9.4,4.6,0.2,0.78,6.866666666666667,3.9399999999999995,5.858327999999999,7.332000000000001,7.332000000000001,68.99360950331183,-0.5707504999999999,6.271264835464599,76.53537301583229,76.53537301583229,26.915049702377193,70.86469733105382,26.915049702377193,"The true conflict of Paragate begins as witness replaces doubt and preparation replaces denial. Aldrin sees enough to gamble on Katiya, while Cody leaves Navidson-Monroe uncertain of what his honesty has bought him but sure he is not done yet. Both protagonists step fully into the roles they have been resisting, and the story pivots from argument into mobilization.","Once the truth is seen with open eyes, the only question left is whether anyone can move fast enough.","Katiya brings Aldrin face-to-face with the reality of the approaching threat, and Jade and Aliaki reinforce what she has forced him to witness. When the Royal Knights arrive, Aldri…"
50,4,Act Four: Winter,50,Knightfall,55092.75,"Cody, Katiya",Unspecified | Unspecified | Unspecified,4,,7.0,9.2,9.7,4.8,0.2,0.78,8.633333333333333,4.11,7.036897999999999,7.566,7.566,85.31480406952946,0.6233020000000007,10.982573218765054,83.48049040686196,83.48049040686196,10.114113932577665,82.36644824510242,10.114113932577665,"The battle turns when Cody is the first to notice movement across the frozen lake and realizes the defense is pointed the wrong way. As the first line is held by powers and allies beyond the core cast, the real threat reveals itself as a coordinated strike against the city itself. Katiya is forced into the exact shape of the nightmare that made her who she is, and Cody refuses to leave her to face it entirely alone.",Winter arrives with teeth just when the defenses start to hold. ,"Watching the drone feed, Cody spots enemy figures crossing the lake and realizes the defenses are no longer where they need to be. When comms fail, he leaves the drone idling and r…"
51,4,Act Four: Winter,51,Daybreak,55664.0,Katiya,Unspecified | Unspecified | Unspecified,3,,8.2,9.8,10.0,5.8,0.2,0.92,9.333333333333334,4.96,7.8617599999999985,9.200000000000001,9.200000000000001,98.08047804151335,1.1770194999999992,24.88112168418024,90.24728628706575,90.24728628706575,0.0,96.35601583864455,0.0,"Katiya confronts the living shape of her oldest trauma and proves that what she has learned is stronger than fear. As Nhytyx recreates the emotional architecture of the nightmare that once broke her, Katiya saves her family through action instead of paralysis, while Cody disobeys her only enough to make one small but crucial difference. At dawn, Katiya completes her arc not just by surviving the past, but by replacing it with a new public truth.","At the edge of dawn, courage means returning to the exact place fear was born.",Katiya reaches the burning district and finds Nhytyx leading the same kind of horror that defined her childhood trauma: except Endogeny is present (Firebrand). For one terrible bea…
52,5,Epilogue,52,Parasmagate,56235.25,"Cody, Default",Unspecified | Unspecified | Unspecified,4,,1.2,8.4,9.8,8.2,1.0,0.96,6.466666666666666,7.119999999999999,7.004256,9.408,9.408,92.77794199087303,-0.24178999999999906,7.663071586360967,96.10835593377502,96.10835593377502,0.0,93.99497269944483,0.0,"The epilogue gives Paragate its emotional closure before leaving one quiet fracture open for the future. Cody and Katiya emerge from the battle changed, no longer using each other&apos;s worlds as refuge from their own lives, and their relationship finally rests on chosen commitment instead of mutual escape.","On the western tower, two silhouettes face what&apos;s next.","Cody and Katiya announce that they'll both be able to keep their respective homes, and their relationship will continue."
53,5,Epilogue,53,Threaded Echoes,56806.5,Default,Unspecified | Unspecified | Unspecified,3,,0.8,7.8,9.4,8.6,0.8,0.98,6.0,7.43,6.839479999999999,9.212,9.212,90.26981289331202,-0.5935280000000001,1.7133943293163632,100.0,100.0,0.5238742387763686,93.23279535940584,0.5238742387763686,,Titus&apos; past catches up with him.,"In the only Titus-perspective scene of the book, Ellie reveals a memory, gesture, or contradiction that should not be possible. The moment leaves Titus with the terrible understand…"
